video_id,split,num_shards,shards,num_frames,min_frame_id,max_frame_id,frame_id_span,expected_transitions,adjacent_transitions,gap_count,backward_jump_count,continuity_ratio,mean_frame_id_gap,median_frame_id_gap,max_frame_id_gap,estimated_duration_seconds,estimated_duration_minutes,spans_multiple_shards,has_frame_id_gap
I3ynWCdH9-Q,test,1,Dataset_Shard_0100000_0199999,1820,152756,154575,1820,1819,1819,0,0,1.0,1.0,1.0,1,1820.0,30.333333333333332,False,False
I4YrJCXtmDQ,train,1,Dataset_Shard_0100000_0199999,683,154576,155258,683,682,682,0,0,1.0,1.0,1.0,1,683.0,11.383333333333333,False,False
IJ6v8unnzlw,train,1,Dataset_Shard_0100000_0199999,739,155259,155997,739,738,738,0,0,1.0,1.0,1.0,1,739.0,12.316666666666666,False,False
IMYS4tzoiWw,train,1,Dataset_Shard_0100000_0199999,416,155998,156413,416,415,415,0,0,1.0,1.0,1.0,1,416.0,6.933333333333334,False,False
IWAeIhWK8k0,train,1,Dataset_Shard_0100000_0199999,991,156414,157404,991,990,990,0,0,1.0,1.0,1.0,1,991.0,16.516666666666666,False,False
IgXDqL9n1yc,train,1,Dataset_Shard_0100000_0199999,666,157405,158070,666,665,665,0,0,1.0,1.0,1.0,1,666.0,11.1,False,False
IknWlKwrkqM,train,1,Dataset_Shard_0100000_0199999,602,158071,158672,602,601,601,0,0,1.0,1.0,1.0,1,602.0,10.033333333333333,False,False
IpeCPBTMsp8,train,1,Dataset_Shard_0100000_0199999,476,158673,159148,476,475,475,0,0,1.0,1.0,1.0,1,476.0,7.933333333333334,False,False
IwlK3JWqWhA,train,1,Dataset_Shard_0100000_0199999,923,159149,160071,923,922,922,0,0,1.0,1.0,1.0,1,923.0,15.383333333333333,False,False
J2BXGfLbEQk,test,1,Dataset_Shard_0100000_0199999,1787,160072,161858,1787,1786,1786,0,0,1.0,1.0,1.0,1,1787.0,29.783333333333335,False,False
J2x0zNcfLzg,test,1,Dataset_Shard_0100000_0199999,958,161859,162816,958,957,957,0,0,1.0,1.0,1.0,1,958.0,15.966666666666667,False,False
J72oRFQXj5o,test,1,Dataset_Shard_0100000_0199999,1839,162817,164655,1839,1838,1838,0,0,1.0,1.0,1.0,1,1839.0,30.65,False,False
J8RgC4W1HeU,test,1,Dataset_Shard_0100000_0199999,687,164656,165342,687,686,686,0,0,1.0,1.0,1.0,1,687.0,11.45,False,False
JF1WHXagVBg,train,1,Dataset_Shard_0100000_0199999,922,165343,166264,922,921,921,0,0,1.0,1.0,1.0,1,922.0,15.366666666666667,False,False
JGxn16KUavc,val,1,Dataset_Shard_0100000_0199999,458,166265,166722,458,457,457,0,0,1.0,1.0,1.0,1,458.0,7.633333333333334,False,False
J_Q3FptXl4E,train,1,Dataset_Shard_0100000_0199999,715,166723,167437,715,714,714,0,0,1.0,1.0,1.0,1,715.0,11.916666666666666,False,False
JiFbkH4lkEA,train,1,Dataset_Shard_0100000_0199999,585,167438,168022,585,584,584,0,0,1.0,1.0,1.0,1,585.0,9.75,False,False
JricrURk4aQ,train,1,Dataset_Shard_0100000_0199999,1221,168023,169243,1221,1220,1220,0,0,1.0,1.0,1.0,1,1221.0,20.35,False,False
K1-1564mVaE,train,1,Dataset_Shard_0100000_0199999,929,169244,170172,929,928,928,0,0,1.0,1.0,1.0,1,929.0,15.483333333333333,False,False
KGDAv4gY0CU,train,1,Dataset_Shard_0100000_0199999,769,170173,170941,769,768,768,0,0,1.0,1.0,1.0,1,769.0,12.816666666666666,False,False
KWLQZy3Trfc,train,1,Dataset_Shard_0100000_0199999,1666,170942,172607,1666,1665,1665,0,0,1.0,1.0,1.0,1,1666.0,27.766666666666666,False,False
K_9S0CZoNLw,train,1,Dataset_Shard_0100000_0199999,1210,172608,173817,1210,1209,1209,0,0,1.0,1.0,1.0,1,1210.0,20.166666666666668,False,False
KcYwOQfhWUk,test,1,Dataset_Shard_0100000_0199999,470,173818,174287,470,469,469,0,0,1.0,1.0,1.0,1,470.0,7.833333333333333,False,False
KiIkP5rt664,train,1,Dataset_Shard_0100000_0199999,449,174288,174736,449,448,448,0,0,1.0,1.0,1.0,1,449.0,7.483333333333333,False,False
LABUp-9fzpo,train,1,Dataset_Shard_0100000_0199999,2509,174737,177245,2509,2508,2508,0,0,1.0,1.0,1.0,1,2509.0,41.81666666666667,False,False
LCu1WeLTHHs,train,1,Dataset_Shard_0100000_0199999,744,177246,177989,744,743,743,0,0,1.0,1.0,1.0,1,744.0,12.4,False,False
LNm-RsObqrI,train,1,Dataset_Shard_0100000_0199999,652,177990,178641,652,651,651,0,0,1.0,1.0,1.0,1,652.0,10.866666666666667,False,False
LY8eSMG5Zg_,train,1,Dataset_Shard_0100000_0199999,1100,178642,179741,1100,1099,1099,0,0,1.0,1.0,1.0,1,1100.0,18.333333333333332,False,False
L_MDy-YN-qU,val,1,Dataset_Shard_0100000_0199999,1163,179742,180904,1163,1162,1162,0,0,1.0,1.0,1.0,1,1163.0,19.383333333333333,False,False
LqVVbjKegLM,train,1,Dataset_Shard_0100000_0199999,258,180905,181162,258,257,257,0,0,1.0,1.0,1.0,1,258.0,4.3,False,False
LsLsb6ON3HA,train,1,Dataset_Shard_0100000_0199999,1792,181163,182954,1792,1791,1791,0,0,1.0,1.0,1.0,1,1792.0,29.866666666666667,False,False
LxB4fZIr6QM,train,1,Dataset_Shard_0100000_0199999,1269,182955,184223,1269,1268,1268,0,0,1.0,1.0,1.0,1,1269.0,21.15,False,False
M0U21_jIkjs,train,1,Dataset_Shard_0100000_0199999,876,184224,185099,876,875,875,0,0,1.0,1.0,1.0,1,876.0,14.6,False,False
MI9SBkWfYeE,train,1,Dataset_Shard_0100000_0199999,537,185100,185636,537,536,536,0,0,1.0,1.0,1.0,1,537.0,8.95,False,False
MKXS5-a6wB4,train,1,Dataset_Shard_0100000_0199999,1100,185637,186736,1100,1099,1099,0,0,1.0,1.0,1.0,1,1100.0,18.333333333333332,False,False
MO0BNkMVRUM,train,1,Dataset_Shard_0100000_0199999,1988,186737,188724,1988,1987,1987,0,0,1.0,1.0,1.0,1,1988.0,33.13333333333333,False,False
MQ0rcxyT_18,train,1,Dataset_Shard_0100000_0199999,1416,188725,190140,1416,1415,1415,0,0,1.0,1.0,1.0,1,1416.0,23.6,False,False
MWvT1QbVPW4,val,1,Dataset_Shard_0100000_0199999,811,190141,190951,811,810,810,0,0,1.0,1.0,1.0,1,811.0,13.516666666666667,False,False
Mb1sAgqD2zk,train,1,Dataset_Shard_0100000_0199999,1041,190952,191992,1041,1040,1040,0,0,1.0,1.0,1.0,1,1041.0,17.35,False,False
MoldpStWdSM,train,1,Dataset_Shard_0100000_0199999,1247,191993,193239,1247,1246,1246,0,0,1.0,1.0,1.0,1,1247.0,20.783333333333335,False,False
MwffJW2HSBw,train,1,Dataset_Shard_0100000_0199999,547,193240,193786,547,546,546,0,0,1.0,1.0,1.0,1,547.0,9.116666666666667,False,False
Mwqts-3PkoQ,train,1,Dataset_Shard_0100000_0199999,927,193787,194713,927,926,926,0,0,1.0,1.0,1.0,1,927.0,15.45,False,False
Mz477FcOK1I,train,1,Dataset_Shard_0100000_0199999,668,194714,195381,668,667,667,0,0,1.0,1.0,1.0,1,668.0,11.133333333333333,False,False
NBZN1K9PE38,train,1,Dataset_Shard_0100000_0199999,2220,195382,197601,2220,2219,2219,0,0,1.0,1.0,1.0,1,2220.0,37.0,False,False
NDEQ8jZEeMg,train,1,Dataset_Shard_0100000_0199999,661,197602,198262,661,660,660,0,0,1.0,1.0,1.0,1,661.0,11.016666666666667,False,False
NMv_tUPIx3M,val,1,Dataset_Shard_0100000_0199999,484,198263,198746,484,483,483,0,0,1.0,1.0,1.0,1,484.0,8.066666666666666,False,False
NNaNjLEnyCc,train,1,Dataset_Shard_0100000_0199999,724,198747,199470,724,723,723,0,0,1.0,1.0,1.0,1,724.0,12.066666666666666,False,False
NSBXNBFcSM_,train,1,Dataset_Shard_0100000_0199999,428,199471,199898,428,427,427,0,0,1.0,1.0,1.0,1,428.0,7.133333333333334,False,False
NTTKigtDFOM,val,2,Dataset_Shard_0100000_0199999|Dataset_Shard_0200000_0299999,1044,199899,200942,1044,1043,1043,0,0,1.0,1.0,1.0,1,1044.0,17.4,True,False
NTl51OfTzPY,train,1,Dataset_Shard_0200000_0299999,832,200943,201774,832,831,831,0,0,1.0,1.0,1.0,1,832.0,13.866666666666667,False,False
Nd5eAZn0k8Q,train,1,Dataset_Shard_0200000_0299999,1178,201775,202952,1178,1177,1177,0,0,1.0,1.0,1.0,1,1178.0,19.633333333333333,False,False
Nenwue8ACQE,train,1,Dataset_Shard_0200000_0299999,577,202953,203529,577,576,576,0,0,1.0,1.0,1.0,1,577.0,9.616666666666667,False,False
NjNROlXjW5I,train,1,Dataset_Shard_0200000_0299999,1328,203530,204857,1328,1327,1327,0,0,1.0,1.0,1.0,1,1328.0,22.133333333333333,False,False
NnlJ2WtQxhw,train,1,Dataset_Shard_0200000_0299999,1724,204858,206581,1724,1723,1723,0,0,1.0,1.0,1.0,1,1724.0,28.733333333333334,False,False
NsLZGmOq9MM,train,1,Dataset_Shard_0200000_0299999,622,206582,207203,622,621,621,0,0,1.0,1.0,1.0,1,622.0,10.366666666666667,False,False
Nt95VxNw1JA,train,1,Dataset_Shard_0200000_0299999,1348,207204,208551,1348,1347,1347,0,0,1.0,1.0,1.0,1,1348.0,22.466666666666665,False,False
NumylOGDIqs,train,1,Dataset_Shard_0200000_0299999,525,208552,209076,525,524,524,0,0,1.0,1.0,1.0,1,525.0,8.75,False,False
NxPc-RxaurE,val,1,Dataset_Shard_0200000_0299999,968,209077,210044,968,967,967,0,0,1.0,1.0,1.0,1,968.0,16.133333333333333,False,False
O6svjbPlqR0,train,1,Dataset_Shard_0200000_0299999,471,210045,210515,471,470,470,0,0,1.0,1.0,1.0,1,471.0,7.85,False,False
OK0NO9Pofgk,val,1,Dataset_Shard_0200000_0299999,531,210516,211046,531,530,530,0,0,1.0,1.0,1.0,1,531.0,8.85,False,False
OLLAoZsGd0Q,test,1,Dataset_Shard_0200000_0299999,2361,211047,213407,2361,2360,2360,0,0,1.0,1.0,1.0,1,2361.0,39.35,False,False
OOXpm9RUBr4,train,1,Dataset_Shard_0200000_0299999,1224,213408,214631,1224,1223,1223,0,0,1.0,1.0,1.0,1,1224.0,20.4,False,False
Oh6s2ckLVCc,train,1,Dataset_Shard_0200000_0299999,310,214632,214941,310,309,309,0,0,1.0,1.0,1.0,1,310.0,5.166666666666667,False,False
Oxh1el_9L68,val,1,Dataset_Shard_0200000_0299999,129,214942,215070,129,128,128,0,0,1.0,1.0,1.0,1,129.0,2.15,False,False
P42sNbDRQVI,train,1,Dataset_Shard_0200000_0299999,1102,215071,216172,1102,1101,1101,0,0,1.0,1.0,1.0,1,1102.0,18.366666666666667,False,False
PAp-oCbJbao,train,1,Dataset_Shard_0200000_0299999,981,216173,217153,981,980,980,0,0,1.0,1.0,1.0,1,981.0,16.35,False,False
PBh8_Cc90uw,train,1,Dataset_Shard_0200000_0299999,512,217154,217665,512,511,511,0,0,1.0,1.0,1.0,1,512.0,8.533333333333333,False,False
PCuj0aU8-4E,train,1,Dataset_Shard_0200000_0299999,905,217666,218570,905,904,904,0,0,1.0,1.0,1.0,1,905.0,15.083333333333334,False,False
PF0ym46Ji90,train,1,Dataset_Shard_0200000_0299999,764,218571,219334,764,763,763,0,0,1.0,1.0,1.0,1,764.0,12.733333333333333,False,False
PGb6eporHd4,train,1,Dataset_Shard_0200000_0299999,874,219335,220208,874,873,873,0,0,1.0,1.0,1.0,1,874.0,14.566666666666666,False,False
PON6UARN2Ho,val,1,Dataset_Shard_0200000_0299999,582,220209,220790,582,581,581,0,0,1.0,1.0,1.0,1,582.0,9.7,False,False
PQO_bd79mec,val,1,Dataset_Shard_0200000_0299999,561,220791,221351,561,560,560,0,0,1.0,1.0,1.0,1,561.0,9.35,False,False
PVyHZ65Fny0,train,1,Dataset_Shard_0200000_0299999,866,221352,222217,866,865,865,0,0,1.0,1.0,1.0,1,866.0,14.433333333333334,False,False
PfsdriLJNvI,test,1,Dataset_Shard_0200000_0299999,1200,222218,223417,1200,1199,1199,0,0,1.0,1.0,1.0,1,1200.0,20.0,False,False
Pft9pKcpJfQ,train,1,Dataset_Shard_0200000_0299999,3447,223418,226864,3447,3446,3446,0,0,1.0,1.0,1.0,1,3447.0,57.45,False,False
Pxfgv-VzJb8,train,1,Dataset_Shard_0200000_0299999,672,226865,227536,672,671,671,0,0,1.0,1.0,1.0,1,672.0,11.2,False,False
Q3-hgENLscU,train,1,Dataset_Shard_0200000_0299999,968,227537,228504,968,967,967,0,0,1.0,1.0,1.0,1,968.0,16.133333333333333,False,False
QGuO3Ikm9L0,train,1,Dataset_Shard_0200000_0299999,1283,228505,229787,1283,1282,1282,0,0,1.0,1.0,1.0,1,1283.0,21.383333333333333,False,False
QJ-yAwmzwSs,test,1,Dataset_Shard_0200000_0299999,1513,229788,231300,1513,1512,1512,0,0,1.0,1.0,1.0,1,1513.0,25.216666666666665,False,False
QLqrGlVdPCw,test,1,Dataset_Shard_0200000_0299999,929,231301,232229,929,928,928,0,0,1.0,1.0,1.0,1,929.0,15.483333333333333,False,False
QPaAUPP0L2s,train,1,Dataset_Shard_0200000_0299999,1615,232230,233844,1615,1614,1614,0,0,1.0,1.0,1.0,1,1615.0,26.916666666666668,False,False
QRGS3EjB5I4,train,1,Dataset_Shard_0200000_0299999,629,233845,234473,629,628,628,0,0,1.0,1.0,1.0,1,629.0,10.483333333333333,False,False
QULIHG8qXNw,test,1,Dataset_Shard_0200000_0299999,799,234474,235272,799,798,798,0,0,1.0,1.0,1.0,1,799.0,13.316666666666666,False,False
QZqfMruo1-w,train,1,Dataset_Shard_0200000_0299999,551,235273,235823,551,550,550,0,0,1.0,1.0,1.0,1,551.0,9.183333333333334,False,False
R2AgAYViA-Q,train,1,Dataset_Shard_0200000_0299999,935,235824,236758,935,934,934,0,0,1.0,1.0,1.0,1,935.0,15.583333333333334,False,False
R8C5qDxBYj0,train,1,Dataset_Shard_0200000_0299999,1221,236759,237979,1221,1220,1220,0,0,1.0,1.0,1.0,1,1221.0,20.35,False,False
ROt4Y-lkzD8,train,1,Dataset_Shard_0200000_0299999,562,237980,238541,562,561,561,0,0,1.0,1.0,1.0,1,562.0,9.366666666666667,False,False
RUu5-e13gZw,train,1,Dataset_Shard_0200000_0299999,396,238542,238937,396,395,395,0,0,1.0,1.0,1.0,1,396.0,6.6,False,False
RWeESNvnYQs,train,1,Dataset_Shard_0200000_0299999,564,238938,239501,564,563,563,0,0,1.0,1.0,1.0,1,564.0,9.4,False,False
RXnWs2i_f2w,train,1,Dataset_Shard_0200000_0299999,1351,239502,240852,1351,1350,1350,0,0,1.0,1.0,1.0,1,1351.0,22.516666666666666,False,False
RjAhTdGaZpw,train,1,Dataset_Shard_0200000_0299999,1303,240853,242155,1303,1302,1302,0,0,1.0,1.0,1.0,1,1303.0,21.716666666666665,False,False
RrCuR6tPFxI,train,1,Dataset_Shard_0200000_0299999,641,242156,242796,641,640,640,0,0,1.0,1.0,1.0,1,641.0,10.683333333333334,False,False
S-x-08mtMhM,test,1,Dataset_Shard_0200000_0299999,744,242797,243540,744,743,743,0,0,1.0,1.0,1.0,1,744.0,12.4,False,False
S9MeH6oej30,train,1,Dataset_Shard_0200000_0299999,715,243541,244255,715,714,714,0,0,1.0,1.0,1.0,1,715.0,11.916666666666666,False,False
SJcqdf3mIc8,train,1,Dataset_Shard_0200000_0299999,89,244256,244344,89,88,88,0,0,1.0,1.0,1.0,1,89.0,1.4833333333333334,False,False
SWqtN9u71FI,train,1,Dataset_Shard_0200000_0299999,1276,244345,245620,1276,1275,1275,0,0,1.0,1.0,1.0,1,1276.0,21.266666666666666,False,False
SjbNwQc9Uko,train,1,Dataset_Shard_0200000_0299999,1353,245621,246973,1353,1352,1352,0,0,1.0,1.0,1.0,1,1353.0,22.55,False,False
SpUWKtLtTN8,train,1,Dataset_Shard_0200000_0299999,1111,246974,248084,1111,1110,1110,0,0,1.0,1.0,1.0,1,1111.0,18.516666666666666,False,False
SrkeG7CkkJY,train,1,Dataset_Shard_0200000_0299999,1046,248085,249130,1046,1045,1045,0,0,1.0,1.0,1.0,1,1046.0,17.433333333333334,False,False
SsxtoWJHb4o,train,1,Dataset_Shard_0200000_0299999,859,249131,249989,859,858,858,0,0,1.0,1.0,1.0,1,859.0,14.316666666666666,False,False
TDCUZ3rN6H8,train,1,Dataset_Shard_0200000_0299999,1138,249990,251127,1138,1137,1137,0,0,1.0,1.0,1.0,1,1138.0,18.966666666666665,False,False
TLUD5I3rzoc,train,1,Dataset_Shard_0200000_0299999,800,251128,251927,800,799,799,0,0,1.0,1.0,1.0,1,800.0,13.333333333333334,False,False
TMhssQ2rLOc,val,1,Dataset_Shard_0200000_0299999,1331,251928,253258,1331,1330,1330,0,0,1.0,1.0,1.0,1,1331.0,22.183333333333334,False,False
T_FBIBGomLM,train,1,Dataset_Shard_0200000_0299999,1591,253259,254849,1591,1590,1590,0,0,1.0,1.0,1.0,1,1591.0,26.516666666666666,False,False
TcjaEAyS8ts,train,1,Dataset_Shard_0200000_0299999,791,254850,255640,791,790,790,0,0,1.0,1.0,1.0,1,791.0,13.183333333333334,False,False
TlGCU7dVYvo,train,1,Dataset_Shard_0200000_0299999,874,255641,256514,874,873,873,0,0,1.0,1.0,1.0,1,874.0,14.566666666666666,False,False
Tn_MfGExzrw,train,1,Dataset_Shard_0200000_0299999,339,256515,256853,339,338,338,0,0,1.0,1.0,1.0,1,339.0,5.65,False,False
TqH1zY7HkZE,train,1,Dataset_Shard_0200000_0299999,1008,256854,257861,1008,1007,1007,0,0,1.0,1.0,1.0,1,1008.0,16.8,False,False
TxDFFE1BV8k,train,1,Dataset_Shard_0200000_0299999,682,257862,258543,682,681,681,0,0,1.0,1.0,1.0,1,682.0,11.366666666666667,False,False
U5_e_c9A3Rc,train,1,Dataset_Shard_0200000_0299999,475,258544,259018,475,474,474,0,0,1.0,1.0,1.0,1,475.0,7.916666666666667,False,False
U7HzviIwyfs,train,1,Dataset_Shard_0200000_0299999,3430,259019,262448,3430,3429,3429,0,0,1.0,1.0,1.0,1,3430.0,57.166666666666664,False,False
UFtV7H3fdIs,train,1,Dataset_Shard_0200000_0299999,510,262449,262958,510,509,509,0,0,1.0,1.0,1.0,1,510.0,8.5,False,False
UQfPmUjyJUM,train,1,Dataset_Shard_0200000_0299999,768,262959,263726,768,767,767,0,0,1.0,1.0,1.0,1,768.0,12.8,False,False
UTkGQGJkQcM,train,1,Dataset_Shard_0200000_0299999,953,263727,264679,953,952,952,0,0,1.0,1.0,1.0,1,953.0,15.883333333333333,False,False
UVKesI-XW-I,train,1,Dataset_Shard_0200000_0299999,641,264680,265320,641,640,640,0,0,1.0,1.0,1.0,1,641.0,10.683333333333334,False,False
UhLOi799970,train,1,Dataset_Shard_0200000_0299999,1059,265321,266379,1059,1058,1058,0,0,1.0,1.0,1.0,1,1059.0,17.65,False,False
Ursk6DLqdv4,train,1,Dataset_Shard_0200000_0299999,1083,266380,267462,1083,1082,1082,0,0,1.0,1.0,1.0,1,1083.0,18.05,False,False
UzHgEVKrIqc,train,1,Dataset_Shard_0200000_0299999,689,267463,268151,689,688,688,0,0,1.0,1.0,1.0,1,689.0,11.483333333333333,False,False
WNqNsRzvBvo,train,1,Dataset_Shard_0200000_0299999,603,268152,268754,603,602,602,0,0,1.0,1.0,1.0,1,603.0,10.05,False,False
WQGAJwFwH0w,train,1,Dataset_Shard_0200000_0299999,686,268755,269440,686,685,685,0,0,1.0,1.0,1.0,1,686.0,11.433333333333334,False,False
WRYnLiiVC_o,train,1,Dataset_Shard_0200000_0299999,682,269441,270122,682,681,681,0,0,1.0,1.0,1.0,1,682.0,11.366666666666667,False,False
WaNC6Haohmo,train,1,Dataset_Shard_0200000_0299999,682,270123,270804,682,681,681,0,0,1.0,1.0,1.0,1,682.0,11.366666666666667,False,False
WomgOCKLrVc,train,1,Dataset_Shard_0200000_0299999,705,270805,271509,705,704,704,0,0,1.0,1.0,1.0,1,705.0,11.75,False,False
Wxgkda9YiHw,train,1,Dataset_Shard_0200000_0299999,922,271510,272431,922,921,921,0,0,1.0,1.0,1.0,1,922.0,15.366666666666667,False,False
WzV4jMKBeew,train,1,Dataset_Shard_0200000_0299999,644,272432,273075,644,643,643,0,0,1.0,1.0,1.0,1,644.0,10.733333333333333,False,False
X5tZRyCgJK8,train,1,Dataset_Shard_0200000_0299999,662,273076,273737,662,661,661,0,0,1.0,1.0,1.0,1,662.0,11.033333333333333,False,False
X7orN2iRgls,train,1,Dataset_Shard_0200000_0299999,884,273738,274621,884,883,883,0,0,1.0,1.0,1.0,1,884.0,14.733333333333333,False,False
XCsmC9bEuDg,train,1,Dataset_Shard_0200000_0299999,1925,274622,276546,1925,1924,1924,0,0,1.0,1.0,1.0,1,1925.0,32.083333333333336,False,False
XHK8f0jmGFw,train,1,Dataset_Shard_0200000_0299999,470,276547,277016,470,469,469,0,0,1.0,1.0,1.0,1,470.0,7.833333333333333,False,False
XK0SUybge_0,train,1,Dataset_Shard_0200000_0299999,477,277017,277493,477,476,476,0,0,1.0,1.0,1.0,1,477.0,7.95,False,False
XRtazMBnC9Y,train,1,Dataset_Shard_0200000_0299999,284,277494,277777,284,283,283,0,0,1.0,1.0,1.0,1,284.0,4.733333333333333,False,False
XSkVffeCQ8c,train,1,Dataset_Shard_0200000_0299999,440,277778,278217,440,439,439,0,0,1.0,1.0,1.0,1,440.0,7.333333333333333,False,False
Xb5EGVKJPoI,train,1,Dataset_Shard_0200000_0299999,919,278218,279136,919,918,918,0,0,1.0,1.0,1.0,1,919.0,15.316666666666666,False,False
XhaQLBKD6Sc,train,1,Dataset_Shard_0200000_0299999,622,279137,279758,622,621,621,0,0,1.0,1.0,1.0,1,622.0,10.366666666666667,False,False
Xkv0iBd50dQ,train,1,Dataset_Shard_0200000_0299999,1073,279759,280831,1073,1072,1072,0,0,1.0,1.0,1.0,1,1073.0,17.883333333333333,False,False
Xr0VL5ak2YA,train,1,Dataset_Shard_0200000_0299999,168,280832,280999,168,167,167,0,0,1.0,1.0,1.0,1,168.0,2.8,False,False
Y1rsLA_zWpw,train,1,Dataset_Shard_0200000_0299999,410,281000,281409,410,409,409,0,0,1.0,1.0,1.0,1,410.0,6.833333333333333,False,False
YBdiEmhvUL4,val,1,Dataset_Shard_0200000_0299999,1062,281410,282471,1062,1061,1061,0,0,1.0,1.0,1.0,1,1062.0,17.7,False,False
YLFEJ_74Qps,train,1,Dataset_Shard_0200000_0299999,594,282472,283065,594,593,593,0,0,1.0,1.0,1.0,1,594.0,9.9,False,False
YNJTgfO5Mvs,val,1,Dataset_Shard_0200000_0299999,851,283066,283916,851,850,850,0,0,1.0,1.0,1.0,1,851.0,14.183333333333334,False,False
YTTraNue048,train,1,Dataset_Shard_0200000_0299999,768,283917,284684,768,767,767,0,0,1.0,1.0,1.0,1,768.0,12.8,False,False
YUA8cOH4wTA,train,1,Dataset_Shard_0200000_0299999,671,284685,285355,671,670,670,0,0,1.0,1.0,1.0,1,671.0,11.183333333333334,False,False
Yg5Ssy3qkgQ,train,1,Dataset_Shard_0200000_0299999,1035,285356,286390,1035,1034,1034,0,0,1.0,1.0,1.0,1,1035.0,17.25,False,False
Ykj7lbApeTs,train,1,Dataset_Shard_0200000_0299999,622,286391,287012,622,621,621,0,0,1.0,1.0,1.0,1,622.0,10.366666666666667,False,False
YufGRlASfNw,val,1,Dataset_Shard_0200000_0299999,210,287013,287222,210,209,209,0,0,1.0,1.0,1.0,1,210.0,3.5,False,False
YweVXE4EVWM,train,1,Dataset_Shard_0200000_0299999,2161,287223,289383,2161,2160,2160,0,0,1.0,1.0,1.0,1,2161.0,36.016666666666666,False,False
Z3wah38KgoA,train,1,Dataset_Shard_0200000_0299999,498,289384,289881,498,497,497,0,0,1.0,1.0,1.0,1,498.0,8.3,False,False
ZBsE2JWimj0,train,1,Dataset_Shard_0200000_0299999,842,289882,290723,842,841,841,0,0,1.0,1.0,1.0,1,842.0,14.033333333333333,False,False
ZPGB4_jJCyc,train,1,Dataset_Shard_0200000_0299999,717,290724,291440,717,716,716,0,0,1.0,1.0,1.0,1,717.0,11.95,False,False
Z_Nk-d3D3VI,train,1,Dataset_Shard_0200000_0299999,676,291441,292116,676,675,675,0,0,1.0,1.0,1.0,1,676.0,11.266666666666667,False,False
ZbjWbqnnYyE,train,1,Dataset_Shard_0200000_0299999,227,292117,292343,227,226,226,0,0,1.0,1.0,1.0,1,227.0,3.783333333333333,False,False
Zcn7rbz3Xqc,train,1,Dataset_Shard_0200000_0299999,893,292344,293236,893,892,892,0,0,1.0,1.0,1.0,1,893.0,14.883333333333333,False,False
aIi6zkwglCM,train,1,Dataset_Shard_0200000_0299999,1078,293237,294314,1078,1077,1077,0,0,1.0,1.0,1.0,1,1078.0,17.966666666666665,False,False
aKAbodQ83uk,train,1,Dataset_Shard_0200000_0299999,1234,294315,295548,1234,1233,1233,0,0,1.0,1.0,1.0,1,1234.0,20.566666666666666,False,False
aRF_slIwqM4,val,1,Dataset_Shard_0200000_0299999,682,295549,296230,682,681,681,0,0,1.0,1.0,1.0,1,682.0,11.366666666666667,False,False
aUad-7rZkQE,train,1,Dataset_Shard_0200000_0299999,669,296231,296899,669,668,668,0,0,1.0,1.0,1.0,1,669.0,11.15,False,False
aq7naPyd_ps,train,1,Dataset_Shard_0200000_0299999,513,296900,297412,513,512,512,0,0,1.0,1.0,1.0,1,513.0,8.55,False,False
aykwHkSTKps,train,1,Dataset_Shard_0200000_0299999,1910,297413,299322,1910,1909,1909,0,0,1.0,1.0,1.0,1,1910.0,31.833333333333332,False,False
b4wQRPqpcHo,train,1,Dataset_Shard_0200000_0299999,647,299323,299969,647,646,646,0,0,1.0,1.0,1.0,1,647.0,10.783333333333333,False,False
b7nnK-iWh_s,train,2,Dataset_Shard_0200000_0299999|Dataset_Shard_0300000_0399999,1149,299970,301118,1149,1148,1148,0,0,1.0,1.0,1.0,1,1149.0,19.15,True,False
bDs_lr_2dpg,train,1,Dataset_Shard_0300000_0399999,1452,301119,302570,1452,1451,1451,0,0,1.0,1.0,1.0,1,1452.0,24.2,False,False
bF1ORN7QtkE,val,1,Dataset_Shard_0300000_0399999,162,302571,302732,162,161,161,0,0,1.0,1.0,1.0,1,162.0,2.7,False,False
bGaEvKvZWas,train,1,Dataset_Shard_0300000_0399999,1459,302733,304191,1459,1458,1458,0,0,1.0,1.0,1.0,1,1459.0,24.316666666666666,False,False
bQ869A6Z27I,train,1,Dataset_Shard_0300000_0399999,1344,304192,305535,1344,1343,1343,0,0,1.0,1.0,1.0,1,1344.0,22.4,False,False
bf8S2Tnk5-c,train,1,Dataset_Shard_0300000_0399999,657,305536,306192,657,656,656,0,0,1.0,1.0,1.0,1,657.0,10.95,False,False
bkQ5uGu5qE8,train,1,Dataset_Shard_0300000_0399999,1045,306193,307237,1045,1044,1044,0,0,1.0,1.0,1.0,1,1045.0,17.416666666666668,False,False
bnVPLUTCR7U,train,1,Dataset_Shard_0300000_0399999,879,307238,308116,879,878,878,0,0,1.0,1.0,1.0,1,879.0,14.65,False,False
btNRAupsVCA,train,1,Dataset_Shard_0300000_0399999,873,308117,308989,873,872,872,0,0,1.0,1.0,1.0,1,873.0,14.55,False,False
c2Gd126Ko_w,train,1,Dataset_Shard_0300000_0399999,678,308990,309667,678,677,677,0,0,1.0,1.0,1.0,1,678.0,11.3,False,False
c3SQmrJFsLY,test,1,Dataset_Shard_0300000_0399999,594,309668,310261,594,593,593,0,0,1.0,1.0,1.0,1,594.0,9.9,False,False
