video_id,frames,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,num_shards,shards,split
fj1Kji79nQ8,856,338711,339566,856,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
0zLSpoyKV_A,852,14372,15223,852,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
YNJTgfO5Mvs,851,283066,283916,851,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
eVYUkO383bM,848,328609,329456,848,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ivKq1LrQnIw,847,366568,367414,847,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
96ChCVGsYPM,846,79478,80323,846,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Gi3eUcsqhks,846,146306,147151,846,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
d9IvvjcFxp8,846,319551,320396,846,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
pGv2v2SSQY0,845,420250,421094,845,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
6rdUDJMfJQc,843,59940,60782,843,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
qnLfS6_QOQc,843,433216,434058,843,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
ZBsE2JWimj0,842,289882,290723,842,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
hds-48OBLUc,838,358202,359039,838,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
NTl51OfTzPY,832,200943,201774,832,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
z06sgpMVS10,831,485820,486650,831,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
10gPc7VqgJk,828,15224,16051,828,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
py87QzHSZHg,826,426525,427350,826,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
zjbMfssb9tU,821,497020,497840,821,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
1hla9mZZWKM,817,20495,21311,817,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
rx9tSu1wTeY,815,438944,439758,815,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
91wTIWNvkCg,812,78666,79477,812,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
AOHQ0aYQ4QI,811,93692,94502,811,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
MWvT1QbVPW4,811,190141,190951,811,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
DhitzRyJg4k,810,125692,126501,810,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
oeJE10KLFIk,808,415003,415810,808,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
5oBOMUXaJwc,807,51394,52200,807,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
xjdsZdUofoU,802,478577,479378,802,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
TLUD5I3rzoc,800,251128,251927,800,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
QULIHG8qXNw,799,234474,235272,799,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,test
CzkK0xSXUMs,798,116875,117672,798,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
xHaiHZ9xq9s,797,473575,474371,797,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
TcjaEAyS8ts,791,254850,255640,791,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
wXHNYyQIIA_,791,468736,469526,791,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
oKwo2V65yJE,790,406404,407193,790,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
1heJXaiMZBw,786,19709,20494,786,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
3cwtNTYOszU,783,34035,34817,783,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
q-XdFFWSAeQ,779,427351,428129,779,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
p8-hHmHaQkQ,777,419473,420249,777,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
z3mVtH-Jqw4,775,486651,487425,775,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
ij9lUf2EqLQ,774,364036,364809,774,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
vNuWxJankEQ,774,463895,464668,774,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
C09ZpevuOVk,770,105383,106152,770,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
Al4Q6ORp6CQ,769,96317,97085,769,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
KGDAv4gY0CU,769,170173,170941,769,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
UQfPmUjyJUM,768,262959,263726,768,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
YTTraNue048,768,283917,284684,768,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
8Fo-MdmXmBE,767,74914,75680,767,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
PF0ym46Ji90,764,218571,219334,764,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
zbn9xbXTC00,764,495302,496065,764,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
AG0EifkPvGY,760,91307,92066,760,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
g0YkYrnLS_A,760,339567,340326,760,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
n0gRomV5Gnk,753,394478,395230,753,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
fGK4CtMVIGk,751,333277,334027,751,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
gpSJUuKG1rY,751,350781,351531,751,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
wZIPPpbh3_c,747,470861,471607,747,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
LCu1WeLTHHs,744,177246,177989,744,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
S-x-08mtMhM,744,242797,243540,744,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,test
tKpQA-YM5qw,740,448164,448903,740,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
IJ6v8unnzlw,739,155259,155997,739,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
haSfscv0K_Q,738,357464,358201,738,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
uyHdKE2S3m8,738,462624,463361,738,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
if7qojtGe5U,736,363300,364035,736,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
oXwNFZng37M,733,411206,411938,733,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
zAmGTHQ8LUI,730,490717,491446,730,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
4bA4M-spkoI,724,42788,43511,724,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
NNaNjLEnyCc,724,198747,199470,724,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
gKgHFMHDn3g,724,342277,343000,724,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
fcmXnubsug8,719,337992,338710,719,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ijkiYD_qvrI,719,364810,365528,719,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ZPGB4_jJCyc,717,290724,291440,717,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
HDs_owlm-kM,716,147748,148463,716,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
G5iYNFJuHkc,715,143899,144613,715,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
J_Q3FptXl4E,715,166723,167437,715,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
S9MeH6oej30,715,243541,244255,715,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
9vQKn6w95ow,710,87442,88151,710,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
uaW87-Yz9wQ,709,456030,456738,709,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
F1UNeBWv6Ww,705,133143,133847,705,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
WomgOCKLrVc,705,270805,271509,705,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
hWgU6TyNnkw,703,355874,356576,703,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
tVK6t2vfa6g,701,450993,451693,701,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
eC9gwP4mNPQ,698,326252,326949,698,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ck3jZjhnQ84,697,316424,317120,697,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
EJiNfGhoa3Y,696,131581,132276,696,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
cTIbhq8KHSM,691,314309,314999,691,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
UzHgEVKrIqc,689,267463,268151,689,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
J8RgC4W1HeU,687,164656,165342,687,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
zXVq4sDkwEQ,687,493699,494385,687,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
BaGpiUru22U,686,102597,103282,686,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
WQGAJwFwH0w,686,268755,269440,686,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
I4YrJCXtmDQ,683,154576,155258,683,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
TxDFFE1BV8k,682,257862,258543,682,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
WRYnLiiVC_o,682,269441,270122,682,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
WaNC6Haohmo,682,270123,270804,682,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
aRF_slIwqM4,682,295549,296230,682,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
DXcoe1mtinI,680,122344,123023,680,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
c7Al1YuIwUI,680,310262,310941,680,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
0uLJTnNb2Es,678,12577,13254,678,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
6s1nSHVMZwM,678,60783,61460,678,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
c2Gd126Ko_w,678,308990,309667,678,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
Z_Nk-d3D3VI,676,291441,292116,676,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
Pxfgv-VzJb8,672,226865,227536,672,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
YUA8cOH4wTA,671,284685,285355,671,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
soqNFAIhsEA,671,445984,446654,671,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
aUad-7rZkQE,669,296231,296899,669,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
dpttD5WWzs0,669,320887,321555,669,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
Mz477FcOK1I,668,194714,195381,668,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
IgXDqL9n1yc,666,157405,158070,666,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
3AR1FxFue7c,665,29519,30183,665,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
X5tZRyCgJK8,662,273076,273737,662,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
NDEQ8jZEeMg,661,197602,198262,661,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
bf8S2Tnk5-c,657,305536,306192,657,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
cCQSFjK9mhw,655,310942,311596,655,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
1kyGOkXUEKI,653,22180,22832,653,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
LNm-RsObqrI,652,177990,178641,652,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
0xr9UkXgp2E,650,13722,14371,650,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
kTz4ixn3FNQ,648,375631,376278,648,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
DpcTinoxOZQ,647,127684,128330,647,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
b4wQRPqpcHo,647,299323,299969,647,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
xUp_PDUsIyc,645,476548,477192,645,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
WzV4jMKBeew,644,272432,273075,644,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
tUAYRMtMyb0,644,450349,450992,644,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
3Cg8-eoNXdY,642,30184,30825,642,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
AzqgcU5_3mo,641,99052,99692,641,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
RrCuR6tPFxI,641,242156,242796,641,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
UVKesI-XW-I,641,264680,265320,641,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
7nYRFn4c0B8,640,71781,72420,640,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
n1jA2GVDa-o,640,395231,395870,640,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
C5tgj76oc7E,638,106153,106790,638,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
jlS3u6WQJ0k,638,369989,370626,638,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
GVoppuU8cFo,637,145669,146305,637,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
oLt2YHQmxyo,634,407194,407827,634,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
9yQHxxtlxt4,629,88152,88780,629,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
QRGS3EjB5I4,629,233845,234473,629,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
1cMfYuRTDX4,624,19085,19708,624,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
NsLZGmOq9MM,622,206582,207203,622,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
XhaQLBKD6Sc,622,279137,279758,622,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
Ykj7lbApeTs,622,286391,287012,622,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
B3np71w5K1c,619,99693,100311,619,0,0,1,1,True,2,Dataset_Shard_0000000_0099999|Dataset_Shard_0100000_0199999,train
vrgv_E5pDII,614,464669,465282,614,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
ncA2W_lCihM,613,401034,401646,613,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
oli_KZ4buY_,613,416882,417494,613,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
paTT6mFga2A,609,423815,424423,609,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
udfXY1v4lks,604,456739,457342,604,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
WNqNsRzvBvo,603,268152,268754,603,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
IknWlKwrkqM,602,158071,158672,602,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
j9xytCxCRas,602,367415,368016,602,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
BevoiaUK5ao,601,104782,105382,601,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
6QeMNsQww3A,599,57700,58298,599,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
d21L6jFe6C8,597,318954,319550,597,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
vwz7M5xbztM,597,465283,465879,597,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
GrND9qai5pY,596,147152,147747,596,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
YLFEJ_74Qps,594,282472,283065,594,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
c3SQmrJFsLY,594,309668,310261,594,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,test
6KzSnrEFKlU,593,54637,55229,593,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ph67f1KcoCc,591,424424,425014,591,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
9Tq2xbgsGkM,589,81733,82321,589,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
gQW3RFC0ofo,588,343001,343588,588,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
6mmq34Ib8xg,585,58299,58883,585,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
JiFbkH4lkEA,585,167438,168022,585,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
iNEWcQaXeKw,585,362715,363299,585,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
27uEnvzS8O4,584,24104,24687,584,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
PON6UARN2Ho,582,220209,220790,582,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
59_VE9iR-fE,581,45516,46096,581,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Nenwue8ACQE,577,202953,203529,577,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
Ccs73enFclU,575,112560,113134,575,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
fJ0BU_4rY28,568,334028,334595,568,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
0TJxBDyP9dw,565,9484,10048,565,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
rLlr1JgTkDk,565,437308,437872,565,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
yQGj3B57_Iw,565,479379,479943,565,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
RWeESNvnYQs,564,238938,239501,564,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
ROt4Y-lkzD8,562,237980,238541,562,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
4F1jCw1yzKA,561,37821,38381,561,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
PQO_bd79mec,561,220791,221351,561,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
G8vA3NnBdms,554,145115,145668,554,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
QZqfMruo1-w,551,235273,235823,551,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
o4fPTM4nXHA,551,405853,406403,551,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
g6LFKsNbbnw,549,340327,340875,549,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
MwffJW2HSBw,547,193240,193786,547,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
gdh2-9qm8fE,542,350239,350780,542,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
Hvip1xhAJEk,541,151695,152235,541,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
mFrrmh9euA4,541,392222,392762,541,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
-Hs-zuBOlQE,539,0,538,539,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
-bqSDAsWptU,537,3572,4108,537,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
MI9SBkWfYeE,537,185100,185636,537,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
f10cdSfKzdc,537,332740,333276,537,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
vCp0mrZdlmU,533,463362,463894,533,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
5ITYjnz12-Y,532,49415,49946,532,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
ng40P4mMO3s,532,402902,403433,532,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
OK0NO9Pofgk,531,210516,211046,531,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,val
qxwqNmXb_pM,526,435910,436435,526,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
NumylOGDIqs,525,208552,209076,525,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
cF3FypUIZhA,522,311597,312118,522,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
e63J3OFgS7M,521,323654,324174,521,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
HvxUw40lGmU,520,152236,152755,520,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
jOYC6mxNnOU,518,368017,368534,518,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
tTHpaGSDRCA,517,449832,450348,517,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
CNbMProDX_I,515,108886,109400,515,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
aq7naPyd_ps,513,296900,297412,513,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
PBh8_Cc90uw,512,217154,217665,512,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
UFtV7H3fdIs,510,262449,262958,510,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
jaAfalvJdzs,505,369484,369988,505,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
G6vEW8-Tk5w,501,144614,145114,501,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
7tf2BC4mC8s,499,72421,72919,499,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
Z3wah38KgoA,498,289384,289881,498,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
udsPZ1WnDLY,496,457343,457838,496,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
hT-ia0Oj-VE,495,355379,355873,495,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
dadeCjt1zZ8,490,320397,320886,490,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ukBG8k6dca4,490,459176,459665,490,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
zHY3o_AprOU,486,491672,492157,486,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
m6Nb2qOf30Y,485,390754,391238,485,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
NMv_tUPIx3M,484,198263,198746,484,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
jYXIs1jlomo,483,369001,369483,483,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
kkSQWC1v0Zs,483,376279,376761,483,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
qUEhPbkqz0w,481,431815,432295,481,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
XK0SUybge_0,477,277017,277493,477,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
IpeCPBTMsp8,476,158673,159148,476,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
U5_e_c9A3Rc,475,258544,259018,475,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
cFUZYGRYK94,472,312119,312590,472,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
O6svjbPlqR0,471,210045,210515,471,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
KcYwOQfhWUk,470,173818,174287,470,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,test
XHK8f0jmGFw,470,276547,277016,470,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
0w6Ky8PBYSQ,467,13255,13721,467,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
3xK6shdTeCs,467,35367,35833,467,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
kx4_1AOBE18,467,378686,379152,467,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
sBLH1z63TGw,467,440678,441144,467,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
jTsp_AmBAo0,466,368535,369000,466,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
wxv1SDr8Kck,466,473109,473574,466,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,test
nNo4Kzvf548,464,399420,399883,464,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
ukn-1au2zeM,462,459666,460127,462,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
DzJPrFInDgI,461,129306,129766,461,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
jsECb6fwYeM,460,371609,372068,460,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
BI2jJ2nsUaw,459,102138,102596,459,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
79n77IIyriY,458,66331,66788,458,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
JGxn16KUavc,458,166265,166722,458,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,val
-Qoo3Uq5-50,457,1921,2377,457,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
7erD56xKJaM,454,70405,70858,454,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
4Djb4L_VGIU,450,36501,36950,450,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,val
KiIkP5rt664,449,174288,174736,449,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
XSkVffeCQ8c,440,277778,278217,440,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
hyxtYzAFcv8,440,360845,361284,440,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
NSBXNBFcSM_,428,199471,199898,428,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
trD-QUe4ZNU,428,451902,452329,428,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
hgp1tH8T4qA,418,359040,359457,418,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
cqUD7jK9olE,417,317121,317537,417,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,train
wXQHg2GbOv4,417,470444,470860,417,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
IMYS4tzoiWw,416,155998,156413,416,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
F1mXo8STM24,415,133848,134262,415,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
tIZcUgrcWWc,415,447749,448163,415,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,val
wt0RIrkrfY_,415,472694,473108,415,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
ujOANeD1dtA,412,458764,459175,412,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
Y1rsLA_zWpw,410,281000,281409,410,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
FGjqL-YO8E8,409,137691,138099,409,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
E0OylseYSt8,407,129767,130173,407,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
4ciVQzZxNkk,403,43512,43914,403,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
xVaf2MFNbnY,403,477193,477595,403,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
uNQDRZz4TUU,401,455629,456029,401,0,0,1,1,True,1,Dataset_Shard_0400000_0499999,train
2el-ZR4A4D4,398,29121,29518,398,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
lFhCwScSprM,398,383244,383641,398,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,test
RUu5-e13gZw,396,238542,238937,396,0,0,1,1,True,1,Dataset_Shard_0200000_0299999,train
4xuwsEvzX1g,394,43915,44308,394,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
02MD08BgFZ0,379,7288,7666,379,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,train
46-qefy8Nwc,372,35834,36205,372,0,0,1,1,True,1,Dataset_Shard_0000000_0099999,test
HRJ4OhgNX08,367,148464,148830,367,0,0,1,1,True,1,Dataset_Shard_0100000_0199999,train
erLQ1Ojy-TQ,362,330556,330917,362,0,0,1,1,True,1,Dataset_Shard_0300000_0399999,val
