video_id,frames,splits,shards,num_shards,first_frame_id,last_frame_id,frame_id_span,frame_id_gaps,missing_frame_ids,min_frame_step,max_frame_step,continuous,extensions
xLp8iOxXFxo,864,train,Dataset_Shard_0400000_0499999,1,475684,476547,864,0,0,1,1,True,
eAyLA25v2ls,863,train,Dataset_Shard_0300000_0399999,1,325389,326251,863,0,0,1,1,True,
gcsbxVIuYr4,863,train,Dataset_Shard_0300000_0399999,1,349376,350238,863,0,0,1,1,True,
rSvMG28dPqk,860,test,Dataset_Shard_0400000_0499999,1,437873,438732,860,0,0,1,1,True,
SsxtoWJHb4o,859,train,Dataset_Shard_0200000_0299999,1,249131,249989,859,0,0,1,1,True,
fj1Kji79nQ8,856,train,Dataset_Shard_0300000_0399999,1,338711,339566,856,0,0,1,1,True,
0zLSpoyKV_A,852,train,Dataset_Shard_0000000_0099999,1,14372,15223,852,0,0,1,1,True,
YNJTgfO5Mvs,851,val,Dataset_Shard_0200000_0299999,1,283066,283916,851,0,0,1,1,True,
eVYUkO383bM,848,train,Dataset_Shard_0300000_0399999,1,328609,329456,848,0,0,1,1,True,
ivKq1LrQnIw,847,train,Dataset_Shard_0300000_0399999,1,366568,367414,847,0,0,1,1,True,
96ChCVGsYPM,846,train,Dataset_Shard_0000000_0099999,1,79478,80323,846,0,0,1,1,True,
Gi3eUcsqhks,846,train,Dataset_Shard_0100000_0199999,1,146306,147151,846,0,0,1,1,True,
d9IvvjcFxp8,846,train,Dataset_Shard_0300000_0399999,1,319551,320396,846,0,0,1,1,True,
pGv2v2SSQY0,845,train,Dataset_Shard_0400000_0499999,1,420250,421094,845,0,0,1,1,True,
6rdUDJMfJQc,843,train,Dataset_Shard_0000000_0099999,1,59940,60782,843,0,0,1,1,True,
qnLfS6_QOQc,843,train,Dataset_Shard_0400000_0499999,1,433216,434058,843,0,0,1,1,True,
ZBsE2JWimj0,842,train,Dataset_Shard_0200000_0299999,1,289882,290723,842,0,0,1,1,True,
hds-48OBLUc,838,train,Dataset_Shard_0300000_0399999,1,358202,359039,838,0,0,1,1,True,
NTl51OfTzPY,832,train,Dataset_Shard_0200000_0299999,1,200943,201774,832,0,0,1,1,True,
z06sgpMVS10,831,train,Dataset_Shard_0400000_0499999,1,485820,486650,831,0,0,1,1,True,
10gPc7VqgJk,828,train,Dataset_Shard_0000000_0099999,1,15224,16051,828,0,0,1,1,True,
py87QzHSZHg,826,train,Dataset_Shard_0400000_0499999,1,426525,427350,826,0,0,1,1,True,
zjbMfssb9tU,821,train,Dataset_Shard_0400000_0499999,1,497020,497840,821,0,0,1,1,True,
1hla9mZZWKM,817,train,Dataset_Shard_0000000_0099999,1,20495,21311,817,0,0,1,1,True,
rx9tSu1wTeY,815,train,Dataset_Shard_0400000_0499999,1,438944,439758,815,0,0,1,1,True,
91wTIWNvkCg,812,train,Dataset_Shard_0000000_0099999,1,78666,79477,812,0,0,1,1,True,
AOHQ0aYQ4QI,811,train,Dataset_Shard_0000000_0099999,1,93692,94502,811,0,0,1,1,True,
MWvT1QbVPW4,811,val,Dataset_Shard_0100000_0199999,1,190141,190951,811,0,0,1,1,True,
DhitzRyJg4k,810,train,Dataset_Shard_0100000_0199999,1,125692,126501,810,0,0,1,1,True,
oeJE10KLFIk,808,train,Dataset_Shard_0400000_0499999,1,415003,415810,808,0,0,1,1,True,
5oBOMUXaJwc,807,test,Dataset_Shard_0000000_0099999,1,51394,52200,807,0,0,1,1,True,
xjdsZdUofoU,802,train,Dataset_Shard_0400000_0499999,1,478577,479378,802,0,0,1,1,True,
TLUD5I3rzoc,800,train,Dataset_Shard_0200000_0299999,1,251128,251927,800,0,0,1,1,True,
QULIHG8qXNw,799,test,Dataset_Shard_0200000_0299999,1,234474,235272,799,0,0,1,1,True,
CzkK0xSXUMs,798,test,Dataset_Shard_0100000_0199999,1,116875,117672,798,0,0,1,1,True,
xHaiHZ9xq9s,797,train,Dataset_Shard_0400000_0499999,1,473575,474371,797,0,0,1,1,True,
TcjaEAyS8ts,791,train,Dataset_Shard_0200000_0299999,1,254850,255640,791,0,0,1,1,True,
wXHNYyQIIA_,791,train,Dataset_Shard_0400000_0499999,1,468736,469526,791,0,0,1,1,True,
oKwo2V65yJE,790,val,Dataset_Shard_0400000_0499999,1,406404,407193,790,0,0,1,1,True,
1heJXaiMZBw,786,train,Dataset_Shard_0000000_0099999,1,19709,20494,786,0,0,1,1,True,
3cwtNTYOszU,783,test,Dataset_Shard_0000000_0099999,1,34035,34817,783,0,0,1,1,True,
q-XdFFWSAeQ,779,val,Dataset_Shard_0400000_0499999,1,427351,428129,779,0,0,1,1,True,
p8-hHmHaQkQ,777,val,Dataset_Shard_0400000_0499999,1,419473,420249,777,0,0,1,1,True,
z3mVtH-Jqw4,775,train,Dataset_Shard_0400000_0499999,1,486651,487425,775,0,0,1,1,True,
ij9lUf2EqLQ,774,train,Dataset_Shard_0300000_0399999,1,364036,364809,774,0,0,1,1,True,
vNuWxJankEQ,774,train,Dataset_Shard_0400000_0499999,1,463895,464668,774,0,0,1,1,True,
C09ZpevuOVk,770,train,Dataset_Shard_0100000_0199999,1,105383,106152,770,0,0,1,1,True,
Al4Q6ORp6CQ,769,val,Dataset_Shard_0000000_0099999,1,96317,97085,769,0,0,1,1,True,
KGDAv4gY0CU,769,train,Dataset_Shard_0100000_0199999,1,170173,170941,769,0,0,1,1,True,
UQfPmUjyJUM,768,train,Dataset_Shard_0200000_0299999,1,262959,263726,768,0,0,1,1,True,
YTTraNue048,768,train,Dataset_Shard_0200000_0299999,1,283917,284684,768,0,0,1,1,True,
8Fo-MdmXmBE,767,train,Dataset_Shard_0000000_0099999,1,74914,75680,767,0,0,1,1,True,
PF0ym46Ji90,764,train,Dataset_Shard_0200000_0299999,1,218571,219334,764,0,0,1,1,True,
zbn9xbXTC00,764,train,Dataset_Shard_0400000_0499999,1,495302,496065,764,0,0,1,1,True,
AG0EifkPvGY,760,train,Dataset_Shard_0000000_0099999,1,91307,92066,760,0,0,1,1,True,
g0YkYrnLS_A,760,train,Dataset_Shard_0300000_0399999,1,339567,340326,760,0,0,1,1,True,
n0gRomV5Gnk,753,train,Dataset_Shard_0300000_0399999,1,394478,395230,753,0,0,1,1,True,
fGK4CtMVIGk,751,train,Dataset_Shard_0300000_0399999,1,333277,334027,751,0,0,1,1,True,
gpSJUuKG1rY,751,train,Dataset_Shard_0300000_0399999,1,350781,351531,751,0,0,1,1,True,
wZIPPpbh3_c,747,train,Dataset_Shard_0400000_0499999,1,470861,471607,747,0,0,1,1,True,
LCu1WeLTHHs,744,train,Dataset_Shard_0100000_0199999,1,177246,177989,744,0,0,1,1,True,
S-x-08mtMhM,744,test,Dataset_Shard_0200000_0299999,1,242797,243540,744,0,0,1,1,True,
tKpQA-YM5qw,740,train,Dataset_Shard_0400000_0499999,1,448164,448903,740,0,0,1,1,True,
IJ6v8unnzlw,739,train,Dataset_Shard_0100000_0199999,1,155259,155997,739,0,0,1,1,True,
haSfscv0K_Q,738,train,Dataset_Shard_0300000_0399999,1,357464,358201,738,0,0,1,1,True,
uyHdKE2S3m8,738,train,Dataset_Shard_0400000_0499999,1,462624,463361,738,0,0,1,1,True,
if7qojtGe5U,736,train,Dataset_Shard_0300000_0399999,1,363300,364035,736,0,0,1,1,True,
oXwNFZng37M,733,train,Dataset_Shard_0400000_0499999,1,411206,411938,733,0,0,1,1,True,
zAmGTHQ8LUI,730,train,Dataset_Shard_0400000_0499999,1,490717,491446,730,0,0,1,1,True,
4bA4M-spkoI,724,test,Dataset_Shard_0000000_0099999,1,42788,43511,724,0,0,1,1,True,
NNaNjLEnyCc,724,train,Dataset_Shard_0100000_0199999,1,198747,199470,724,0,0,1,1,True,
gKgHFMHDn3g,724,train,Dataset_Shard_0300000_0399999,1,342277,343000,724,0,0,1,1,True,
fcmXnubsug8,719,train,Dataset_Shard_0300000_0399999,1,337992,338710,719,0,0,1,1,True,
ijkiYD_qvrI,719,train,Dataset_Shard_0300000_0399999,1,364810,365528,719,0,0,1,1,True,
ZPGB4_jJCyc,717,train,Dataset_Shard_0200000_0299999,1,290724,291440,717,0,0,1,1,True,
HDs_owlm-kM,716,test,Dataset_Shard_0100000_0199999,1,147748,148463,716,0,0,1,1,True,
G5iYNFJuHkc,715,train,Dataset_Shard_0100000_0199999,1,143899,144613,715,0,0,1,1,True,
J_Q3FptXl4E,715,train,Dataset_Shard_0100000_0199999,1,166723,167437,715,0,0,1,1,True,
S9MeH6oej30,715,train,Dataset_Shard_0200000_0299999,1,243541,244255,715,0,0,1,1,True,
9vQKn6w95ow,710,train,Dataset_Shard_0000000_0099999,1,87442,88151,710,0,0,1,1,True,
uaW87-Yz9wQ,709,test,Dataset_Shard_0400000_0499999,1,456030,456738,709,0,0,1,1,True,
F1UNeBWv6Ww,705,train,Dataset_Shard_0100000_0199999,1,133143,133847,705,0,0,1,1,True,
WomgOCKLrVc,705,train,Dataset_Shard_0200000_0299999,1,270805,271509,705,0,0,1,1,True,
hWgU6TyNnkw,703,val,Dataset_Shard_0300000_0399999,1,355874,356576,703,0,0,1,1,True,
tVK6t2vfa6g,701,train,Dataset_Shard_0400000_0499999,1,450993,451693,701,0,0,1,1,True,
eC9gwP4mNPQ,698,train,Dataset_Shard_0300000_0399999,1,326252,326949,698,0,0,1,1,True,
ck3jZjhnQ84,697,train,Dataset_Shard_0300000_0399999,1,316424,317120,697,0,0,1,1,True,
EJiNfGhoa3Y,696,train,Dataset_Shard_0100000_0199999,1,131581,132276,696,0,0,1,1,True,
cTIbhq8KHSM,691,train,Dataset_Shard_0300000_0399999,1,314309,314999,691,0,0,1,1,True,
UzHgEVKrIqc,689,train,Dataset_Shard_0200000_0299999,1,267463,268151,689,0,0,1,1,True,
J8RgC4W1HeU,687,test,Dataset_Shard_0100000_0199999,1,164656,165342,687,0,0,1,1,True,
zXVq4sDkwEQ,687,train,Dataset_Shard_0400000_0499999,1,493699,494385,687,0,0,1,1,True,
BaGpiUru22U,686,train,Dataset_Shard_0100000_0199999,1,102597,103282,686,0,0,1,1,True,
WQGAJwFwH0w,686,train,Dataset_Shard_0200000_0299999,1,268755,269440,686,0,0,1,1,True,
I4YrJCXtmDQ,683,train,Dataset_Shard_0100000_0199999,1,154576,155258,683,0,0,1,1,True,
TxDFFE1BV8k,682,train,Dataset_Shard_0200000_0299999,1,257862,258543,682,0,0,1,1,True,
WRYnLiiVC_o,682,train,Dataset_Shard_0200000_0299999,1,269441,270122,682,0,0,1,1,True,
WaNC6Haohmo,682,train,Dataset_Shard_0200000_0299999,1,270123,270804,682,0,0,1,1,True,
aRF_slIwqM4,682,val,Dataset_Shard_0200000_0299999,1,295549,296230,682,0,0,1,1,True,
DXcoe1mtinI,680,train,Dataset_Shard_0100000_0199999,1,122344,123023,680,0,0,1,1,True,
c7Al1YuIwUI,680,train,Dataset_Shard_0300000_0399999,1,310262,310941,680,0,0,1,1,True,
0uLJTnNb2Es,678,train,Dataset_Shard_0000000_0099999,1,12577,13254,678,0,0,1,1,True,
6s1nSHVMZwM,678,train,Dataset_Shard_0000000_0099999,1,60783,61460,678,0,0,1,1,True,
c2Gd126Ko_w,678,train,Dataset_Shard_0300000_0399999,1,308990,309667,678,0,0,1,1,True,
Z_Nk-d3D3VI,676,train,Dataset_Shard_0200000_0299999,1,291441,292116,676,0,0,1,1,True,
Pxfgv-VzJb8,672,train,Dataset_Shard_0200000_0299999,1,226865,227536,672,0,0,1,1,True,
YUA8cOH4wTA,671,train,Dataset_Shard_0200000_0299999,1,284685,285355,671,0,0,1,1,True,
soqNFAIhsEA,671,train,Dataset_Shard_0400000_0499999,1,445984,446654,671,0,0,1,1,True,
aUad-7rZkQE,669,train,Dataset_Shard_0200000_0299999,1,296231,296899,669,0,0,1,1,True,
dpttD5WWzs0,669,train,Dataset_Shard_0300000_0399999,1,320887,321555,669,0,0,1,1,True,
Mz477FcOK1I,668,train,Dataset_Shard_0100000_0199999,1,194714,195381,668,0,0,1,1,True,
IgXDqL9n1yc,666,train,Dataset_Shard_0100000_0199999,1,157405,158070,666,0,0,1,1,True,
3AR1FxFue7c,665,train,Dataset_Shard_0000000_0099999,1,29519,30183,665,0,0,1,1,True,
X5tZRyCgJK8,662,train,Dataset_Shard_0200000_0299999,1,273076,273737,662,0,0,1,1,True,
NDEQ8jZEeMg,661,train,Dataset_Shard_0100000_0199999,1,197602,198262,661,0,0,1,1,True,
bf8S2Tnk5-c,657,train,Dataset_Shard_0300000_0399999,1,305536,306192,657,0,0,1,1,True,
cCQSFjK9mhw,655,train,Dataset_Shard_0300000_0399999,1,310942,311596,655,0,0,1,1,True,
1kyGOkXUEKI,653,train,Dataset_Shard_0000000_0099999,1,22180,22832,653,0,0,1,1,True,
LNm-RsObqrI,652,train,Dataset_Shard_0100000_0199999,1,177990,178641,652,0,0,1,1,True,
0xr9UkXgp2E,650,val,Dataset_Shard_0000000_0099999,1,13722,14371,650,0,0,1,1,True,
kTz4ixn3FNQ,648,train,Dataset_Shard_0300000_0399999,1,375631,376278,648,0,0,1,1,True,
DpcTinoxOZQ,647,train,Dataset_Shard_0100000_0199999,1,127684,128330,647,0,0,1,1,True,
b4wQRPqpcHo,647,train,Dataset_Shard_0200000_0299999,1,299323,299969,647,0,0,1,1,True,
xUp_PDUsIyc,645,val,Dataset_Shard_0400000_0499999,1,476548,477192,645,0,0,1,1,True,
WzV4jMKBeew,644,train,Dataset_Shard_0200000_0299999,1,272432,273075,644,0,0,1,1,True,
tUAYRMtMyb0,644,val,Dataset_Shard_0400000_0499999,1,450349,450992,644,0,0,1,1,True,
3Cg8-eoNXdY,642,train,Dataset_Shard_0000000_0099999,1,30184,30825,642,0,0,1,1,True,
AzqgcU5_3mo,641,train,Dataset_Shard_0000000_0099999,1,99052,99692,641,0,0,1,1,True,
RrCuR6tPFxI,641,train,Dataset_Shard_0200000_0299999,1,242156,242796,641,0,0,1,1,True,
UVKesI-XW-I,641,train,Dataset_Shard_0200000_0299999,1,264680,265320,641,0,0,1,1,True,
7nYRFn4c0B8,640,train,Dataset_Shard_0000000_0099999,1,71781,72420,640,0,0,1,1,True,
n1jA2GVDa-o,640,train,Dataset_Shard_0300000_0399999,1,395231,395870,640,0,0,1,1,True,
C5tgj76oc7E,638,train,Dataset_Shard_0100000_0199999,1,106153,106790,638,0,0,1,1,True,
jlS3u6WQJ0k,638,train,Dataset_Shard_0300000_0399999,1,369989,370626,638,0,0,1,1,True,
GVoppuU8cFo,637,train,Dataset_Shard_0100000_0199999,1,145669,146305,637,0,0,1,1,True,
oLt2YHQmxyo,634,train,Dataset_Shard_0400000_0499999,1,407194,407827,634,0,0,1,1,True,
9yQHxxtlxt4,629,train,Dataset_Shard_0000000_0099999,1,88152,88780,629,0,0,1,1,True,
QRGS3EjB5I4,629,train,Dataset_Shard_0200000_0299999,1,233845,234473,629,0,0,1,1,True,
1cMfYuRTDX4,624,train,Dataset_Shard_0000000_0099999,1,19085,19708,624,0,0,1,1,True,
NsLZGmOq9MM,622,train,Dataset_Shard_0200000_0299999,1,206582,207203,622,0,0,1,1,True,
XhaQLBKD6Sc,622,train,Dataset_Shard_0200000_0299999,1,279137,279758,622,0,0,1,1,True,
Ykj7lbApeTs,622,train,Dataset_Shard_0200000_0299999,1,286391,287012,622,0,0,1,1,True,
B3np71w5K1c,619,train,Dataset_Shard_0000000_0099999|Dataset_Shard_0100000_0199999,2,99693,100311,619,0,0,1,1,True,
vrgv_E5pDII,614,train,Dataset_Shard_0400000_0499999,1,464669,465282,614,0,0,1,1,True,
ncA2W_lCihM,613,test,Dataset_Shard_0400000_0499999,1,401034,401646,613,0,0,1,1,True,
oli_KZ4buY_,613,train,Dataset_Shard_0400000_0499999,1,416882,417494,613,0,0,1,1,True,
paTT6mFga2A,609,train,Dataset_Shard_0400000_0499999,1,423815,424423,609,0,0,1,1,True,
udfXY1v4lks,604,test,Dataset_Shard_0400000_0499999,1,456739,457342,604,0,0,1,1,True,
WNqNsRzvBvo,603,train,Dataset_Shard_0200000_0299999,1,268152,268754,603,0,0,1,1,True,
IknWlKwrkqM,602,train,Dataset_Shard_0100000_0199999,1,158071,158672,602,0,0,1,1,True,
j9xytCxCRas,602,train,Dataset_Shard_0300000_0399999,1,367415,368016,602,0,0,1,1,True,
BevoiaUK5ao,601,train,Dataset_Shard_0100000_0199999,1,104782,105382,601,0,0,1,1,True,
6QeMNsQww3A,599,train,Dataset_Shard_0000000_0099999,1,57700,58298,599,0,0,1,1,True,
d21L6jFe6C8,597,train,Dataset_Shard_0300000_0399999,1,318954,319550,597,0,0,1,1,True,
vwz7M5xbztM,597,train,Dataset_Shard_0400000_0499999,1,465283,465879,597,0,0,1,1,True,
GrND9qai5pY,596,train,Dataset_Shard_0100000_0199999,1,147152,147747,596,0,0,1,1,True,
YLFEJ_74Qps,594,train,Dataset_Shard_0200000_0299999,1,282472,283065,594,0,0,1,1,True,
c3SQmrJFsLY,594,test,Dataset_Shard_0300000_0399999,1,309668,310261,594,0,0,1,1,True,
6KzSnrEFKlU,593,train,Dataset_Shard_0000000_0099999,1,54637,55229,593,0,0,1,1,True,
ph67f1KcoCc,591,train,Dataset_Shard_0400000_0499999,1,424424,425014,591,0,0,1,1,True,
9Tq2xbgsGkM,589,train,Dataset_Shard_0000000_0099999,1,81733,82321,589,0,0,1,1,True,
gQW3RFC0ofo,588,train,Dataset_Shard_0300000_0399999,1,343001,343588,588,0,0,1,1,True,
6mmq34Ib8xg,585,train,Dataset_Shard_0000000_0099999,1,58299,58883,585,0,0,1,1,True,
JiFbkH4lkEA,585,train,Dataset_Shard_0100000_0199999,1,167438,168022,585,0,0,1,1,True,
iNEWcQaXeKw,585,train,Dataset_Shard_0300000_0399999,1,362715,363299,585,0,0,1,1,True,
27uEnvzS8O4,584,train,Dataset_Shard_0000000_0099999,1,24104,24687,584,0,0,1,1,True,
PON6UARN2Ho,582,val,Dataset_Shard_0200000_0299999,1,220209,220790,582,0,0,1,1,True,
59_VE9iR-fE,581,train,Dataset_Shard_0000000_0099999,1,45516,46096,581,0,0,1,1,True,
Nenwue8ACQE,577,train,Dataset_Shard_0200000_0299999,1,202953,203529,577,0,0,1,1,True,
Ccs73enFclU,575,train,Dataset_Shard_0100000_0199999,1,112560,113134,575,0,0,1,1,True,
fJ0BU_4rY28,568,train,Dataset_Shard_0300000_0399999,1,334028,334595,568,0,0,1,1,True,
0TJxBDyP9dw,565,train,Dataset_Shard_0000000_0099999,1,9484,10048,565,0,0,1,1,True,
rLlr1JgTkDk,565,train,Dataset_Shard_0400000_0499999,1,437308,437872,565,0,0,1,1,True,
yQGj3B57_Iw,565,train,Dataset_Shard_0400000_0499999,1,479379,479943,565,0,0,1,1,True,
RWeESNvnYQs,564,train,Dataset_Shard_0200000_0299999,1,238938,239501,564,0,0,1,1,True,
ROt4Y-lkzD8,562,train,Dataset_Shard_0200000_0299999,1,237980,238541,562,0,0,1,1,True,
4F1jCw1yzKA,561,val,Dataset_Shard_0000000_0099999,1,37821,38381,561,0,0,1,1,True,
PQO_bd79mec,561,val,Dataset_Shard_0200000_0299999,1,220791,221351,561,0,0,1,1,True,
G8vA3NnBdms,554,val,Dataset_Shard_0100000_0199999,1,145115,145668,554,0,0,1,1,True,
QZqfMruo1-w,551,train,Dataset_Shard_0200000_0299999,1,235273,235823,551,0,0,1,1,True,
o4fPTM4nXHA,551,train,Dataset_Shard_0400000_0499999,1,405853,406403,551,0,0,1,1,True,
g6LFKsNbbnw,549,train,Dataset_Shard_0300000_0399999,1,340327,340875,549,0,0,1,1,True,
MwffJW2HSBw,547,train,Dataset_Shard_0100000_0199999,1,193240,193786,547,0,0,1,1,True,
gdh2-9qm8fE,542,train,Dataset_Shard_0300000_0399999,1,350239,350780,542,0,0,1,1,True,
Hvip1xhAJEk,541,train,Dataset_Shard_0100000_0199999,1,151695,152235,541,0,0,1,1,True,
mFrrmh9euA4,541,train,Dataset_Shard_0300000_0399999,1,392222,392762,541,0,0,1,1,True,
-Hs-zuBOlQE,539,train,Dataset_Shard_0000000_0099999,1,0,538,539,0,0,1,1,True,
-bqSDAsWptU,537,train,Dataset_Shard_0000000_0099999,1,3572,4108,537,0,0,1,1,True,
MI9SBkWfYeE,537,train,Dataset_Shard_0100000_0199999,1,185100,185636,537,0,0,1,1,True,
f10cdSfKzdc,537,train,Dataset_Shard_0300000_0399999,1,332740,333276,537,0,0,1,1,True,
vCp0mrZdlmU,533,train,Dataset_Shard_0400000_0499999,1,463362,463894,533,0,0,1,1,True,
5ITYjnz12-Y,532,train,Dataset_Shard_0000000_0099999,1,49415,49946,532,0,0,1,1,True,
ng40P4mMO3s,532,train,Dataset_Shard_0400000_0499999,1,402902,403433,532,0,0,1,1,True,
OK0NO9Pofgk,531,val,Dataset_Shard_0200000_0299999,1,210516,211046,531,0,0,1,1,True,
qxwqNmXb_pM,526,train,Dataset_Shard_0400000_0499999,1,435910,436435,526,0,0,1,1,True,
NumylOGDIqs,525,train,Dataset_Shard_0200000_0299999,1,208552,209076,525,0,0,1,1,True,
cF3FypUIZhA,522,train,Dataset_Shard_0300000_0399999,1,311597,312118,522,0,0,1,1,True,
e63J3OFgS7M,521,train,Dataset_Shard_0300000_0399999,1,323654,324174,521,0,0,1,1,True,
HvxUw40lGmU,520,val,Dataset_Shard_0100000_0199999,1,152236,152755,520,0,0,1,1,True,
jOYC6mxNnOU,518,train,Dataset_Shard_0300000_0399999,1,368017,368534,518,0,0,1,1,True,
tTHpaGSDRCA,517,train,Dataset_Shard_0400000_0499999,1,449832,450348,517,0,0,1,1,True,
CNbMProDX_I,515,train,Dataset_Shard_0100000_0199999,1,108886,109400,515,0,0,1,1,True,
aq7naPyd_ps,513,train,Dataset_Shard_0200000_0299999,1,296900,297412,513,0,0,1,1,True,
PBh8_Cc90uw,512,train,Dataset_Shard_0200000_0299999,1,217154,217665,512,0,0,1,1,True,
UFtV7H3fdIs,510,train,Dataset_Shard_0200000_0299999,1,262449,262958,510,0,0,1,1,True,
jaAfalvJdzs,505,train,Dataset_Shard_0300000_0399999,1,369484,369988,505,0,0,1,1,True,
G6vEW8-Tk5w,501,train,Dataset_Shard_0100000_0199999,1,144614,145114,501,0,0,1,1,True,
7tf2BC4mC8s,499,train,Dataset_Shard_0000000_0099999,1,72421,72919,499,0,0,1,1,True,
Z3wah38KgoA,498,train,Dataset_Shard_0200000_0299999,1,289384,289881,498,0,0,1,1,True,
udsPZ1WnDLY,496,train,Dataset_Shard_0400000_0499999,1,457343,457838,496,0,0,1,1,True,
hT-ia0Oj-VE,495,train,Dataset_Shard_0300000_0399999,1,355379,355873,495,0,0,1,1,True,
dadeCjt1zZ8,490,train,Dataset_Shard_0300000_0399999,1,320397,320886,490,0,0,1,1,True,
ukBG8k6dca4,490,train,Dataset_Shard_0400000_0499999,1,459176,459665,490,0,0,1,1,True,
zHY3o_AprOU,486,test,Dataset_Shard_0400000_0499999,1,491672,492157,486,0,0,1,1,True,
m6Nb2qOf30Y,485,train,Dataset_Shard_0300000_0399999,1,390754,391238,485,0,0,1,1,True,
NMv_tUPIx3M,484,val,Dataset_Shard_0100000_0199999,1,198263,198746,484,0,0,1,1,True,
jYXIs1jlomo,483,train,Dataset_Shard_0300000_0399999,1,369001,369483,483,0,0,1,1,True,
kkSQWC1v0Zs,483,train,Dataset_Shard_0300000_0399999,1,376279,376761,483,0,0,1,1,True,
qUEhPbkqz0w,481,train,Dataset_Shard_0400000_0499999,1,431815,432295,481,0,0,1,1,True,
XK0SUybge_0,477,train,Dataset_Shard_0200000_0299999,1,277017,277493,477,0,0,1,1,True,
IpeCPBTMsp8,476,train,Dataset_Shard_0100000_0199999,1,158673,159148,476,0,0,1,1,True,
U5_e_c9A3Rc,475,train,Dataset_Shard_0200000_0299999,1,258544,259018,475,0,0,1,1,True,
cFUZYGRYK94,472,train,Dataset_Shard_0300000_0399999,1,312119,312590,472,0,0,1,1,True,
O6svjbPlqR0,471,train,Dataset_Shard_0200000_0299999,1,210045,210515,471,0,0,1,1,True,
KcYwOQfhWUk,470,test,Dataset_Shard_0100000_0199999,1,173818,174287,470,0,0,1,1,True,
XHK8f0jmGFw,470,train,Dataset_Shard_0200000_0299999,1,276547,277016,470,0,0,1,1,True,
0w6Ky8PBYSQ,467,train,Dataset_Shard_0000000_0099999,1,13255,13721,467,0,0,1,1,True,
3xK6shdTeCs,467,train,Dataset_Shard_0000000_0099999,1,35367,35833,467,0,0,1,1,True,
kx4_1AOBE18,467,train,Dataset_Shard_0300000_0399999,1,378686,379152,467,0,0,1,1,True,
sBLH1z63TGw,467,train,Dataset_Shard_0400000_0499999,1,440678,441144,467,0,0,1,1,True,
jTsp_AmBAo0,466,train,Dataset_Shard_0300000_0399999,1,368535,369000,466,0,0,1,1,True,
wxv1SDr8Kck,466,test,Dataset_Shard_0400000_0499999,1,473109,473574,466,0,0,1,1,True,
nNo4Kzvf548,464,train,Dataset_Shard_0300000_0399999,1,399420,399883,464,0,0,1,1,True,
ukn-1au2zeM,462,train,Dataset_Shard_0400000_0499999,1,459666,460127,462,0,0,1,1,True,
DzJPrFInDgI,461,val,Dataset_Shard_0100000_0199999,1,129306,129766,461,0,0,1,1,True,
jsECb6fwYeM,460,train,Dataset_Shard_0300000_0399999,1,371609,372068,460,0,0,1,1,True,
BI2jJ2nsUaw,459,train,Dataset_Shard_0100000_0199999,1,102138,102596,459,0,0,1,1,True,
79n77IIyriY,458,train,Dataset_Shard_0000000_0099999,1,66331,66788,458,0,0,1,1,True,
JGxn16KUavc,458,val,Dataset_Shard_0100000_0199999,1,166265,166722,458,0,0,1,1,True,
-Qoo3Uq5-50,457,train,Dataset_Shard_0000000_0099999,1,1921,2377,457,0,0,1,1,True,
7erD56xKJaM,454,train,Dataset_Shard_0000000_0099999,1,70405,70858,454,0,0,1,1,True,
4Djb4L_VGIU,450,val,Dataset_Shard_0000000_0099999,1,36501,36950,450,0,0,1,1,True,
KiIkP5rt664,449,train,Dataset_Shard_0100000_0199999,1,174288,174736,449,0,0,1,1,True,
XSkVffeCQ8c,440,train,Dataset_Shard_0200000_0299999,1,277778,278217,440,0,0,1,1,True,
hyxtYzAFcv8,440,train,Dataset_Shard_0300000_0399999,1,360845,361284,440,0,0,1,1,True,
NSBXNBFcSM_,428,train,Dataset_Shard_0100000_0199999,1,199471,199898,428,0,0,1,1,True,
trD-QUe4ZNU,428,train,Dataset_Shard_0400000_0499999,1,451902,452329,428,0,0,1,1,True,
hgp1tH8T4qA,418,train,Dataset_Shard_0300000_0399999,1,359040,359457,418,0,0,1,1,True,
cqUD7jK9olE,417,train,Dataset_Shard_0300000_0399999,1,317121,317537,417,0,0,1,1,True,
wXQHg2GbOv4,417,train,Dataset_Shard_0400000_0499999,1,470444,470860,417,0,0,1,1,True,
IMYS4tzoiWw,416,train,Dataset_Shard_0100000_0199999,1,155998,156413,416,0,0,1,1,True,
F1mXo8STM24,415,train,Dataset_Shard_0100000_0199999,1,133848,134262,415,0,0,1,1,True,
tIZcUgrcWWc,415,val,Dataset_Shard_0400000_0499999,1,447749,448163,415,0,0,1,1,True,
wt0RIrkrfY_,415,train,Dataset_Shard_0400000_0499999,1,472694,473108,415,0,0,1,1,True,
ujOANeD1dtA,412,train,Dataset_Shard_0400000_0499999,1,458764,459175,412,0,0,1,1,True,
Y1rsLA_zWpw,410,train,Dataset_Shard_0200000_0299999,1,281000,281409,410,0,0,1,1,True,
FGjqL-YO8E8,409,train,Dataset_Shard_0100000_0199999,1,137691,138099,409,0,0,1,1,True,
E0OylseYSt8,407,train,Dataset_Shard_0100000_0199999,1,129767,130173,407,0,0,1,1,True,
4ciVQzZxNkk,403,train,Dataset_Shard_0000000_0099999,1,43512,43914,403,0,0,1,1,True,
